province,party,months_before,cpi_category,vote_share_2019,vote_share_2021,delta_vote_share,cpi_change

Quebec,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0000592857,0.0000984397,0.0000391540,8.300000

Quebec,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0000592857,0.0000984397,0.0000391540,5.616667

Quebec,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0000592857,0.0000984397,0.0000391540,7.050000

Quebec,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0000592857,0.0000984397,0.0000391540,4.925000

Quebec,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0000592857,0.0000984397,0.0000391540,6.666667

Quebec,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0000592857,0.0000984397,0.0000391540,4.316667

Quebec,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0000592857,0.0000984397,0.0000391540,7.225000

Ontario,Communist Party of Canada/Parti communiste du Canada,3,All-items,0.0002576820,0.0002303798,-0.0000273021,6.100000

Ontario,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0002576820,0.0002303798,-0.0000273021,7.633333

Ontario,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0002576820,0.0002303798,-0.0000273021,5.150000

Ontario,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0002576820,0.0002303798,-0.0000273021,6.016667

Ontario,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0002576820,0.0002303798,-0.0000273021,4.383333

Ontario,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0002576820,0.0002303798,-0.0000273021,5.666667

Ontario,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0002576820,0.0002303798,-0.0000273021,3.979167

Ontario,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0002576820,0.0002303798,-0.0000273021,7.020833

Manitoba,Communist Party of Canada/Parti communiste du Canada,3,All-items,0.0002110634,0.0005984263,0.0003873629,5.800000

Manitoba,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0002110634,0.0005984263,0.0003873629,5.700000

Manitoba,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0002110634,0.0005984263,0.0003873629,4.866667

Manitoba,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0002110634,0.0005984263,0.0003873629,5.050000

Manitoba,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0002110634,0.0005984263,0.0003873629,4.091667

Manitoba,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0002110634,0.0005984263,0.0003873629,5.050000

Manitoba,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0002110634,0.0005984263,0.0003873629,4.091667

Manitoba,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0002110634,0.0005984263,0.0003873629,6.075000

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,3,All-items,0.0000000000,0.0001938646,0.0001938646,4.733333

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0000000000,0.0001938646,0.0001938646,7.100000

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0000000000,0.0001938646,0.0001938646,3.983333

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0000000000,0.0001938646,0.0001938646,6.816667

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0000000000,0.0001938646,0.0001938646,3.716667

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0000000000,0.0001938646,0.0001938646,6.375000

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0000000000,0.0001938646,0.0001938646,3.470833

Saskatchewan,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0000000000,0.0001938646,0.0001938646,7.245833

Alberta,Communist Party of Canada/Parti communiste du Canada,3,All-items,0.0002059568,0.0002557783,0.0000498215,7.400000

Alberta,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0002059568,0.0002557783,0.0000498215,7.766667

Alberta,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0002059568,0.0002557783,0.0000498215,6.183333

Alberta,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0002059568,0.0002557783,0.0000498215,7.500000

Alberta,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0002059568,0.0002557783,0.0000498215,5.091667

Alberta,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0002059568,0.0002557783,0.0000498215,7.300000

Alberta,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0002059568,0.0002557783,0.0000498215,4.587500

Alberta,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0002059568,0.0002557783,0.0000498215,8.225000

British Columbia,Communist Party of Canada/Parti communiste du Canada,3,All-items,0.0004444111,0.0006093832,0.0001649721,4.833333

British Columbia,Communist Party of Canada/Parti communiste du Canada,3,Food,0.0004444111,0.0006093832,0.0001649721,6.666667

British Columbia,Communist Party of Canada/Parti communiste du Canada,6,All-items,0.0004444111,0.0006093832,0.0001649721,4.083333

British Columbia,Communist Party of Canada/Parti communiste du Canada,6,Food,0.0004444111,0.0006093832,0.0001649721,6.650000

British Columbia,Communist Party of Canada/Parti communiste du Canada,12,All-items,0.0004444111,0.0006093832,0.0001649721,3.950000

British Columbia,Communist Party of Canada/Parti communiste du Canada,12,Food,0.0004444111,0.0006093832,0.0001649721,7.016667

British Columbia,Communist Party of Canada/Parti communiste du Canada,24,All-items,0.0004444111,0.0006093832,0.0001649721,4.137500

British Columbia,Communist Party of Canada/Parti communiste du Canada,24,Food,0.0004444111,0.0006093832,0.0001649721,8.179167

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.2793594160,0.3248178197,0.0454584037,6.200000

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.2793594160,0.3248178197,0.0454584037,6.733333

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.2793594160,0.3248178197,0.0454584037,5.216667

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.2793594160,0.3248178197,0.0454584037,5.683333

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.2793594160,0.3248178197,0.0454584037,4.308333

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.2793594160,0.3248178197,0.0454584037,5.233333

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.2793594160,0.3248178197,0.0454584037,2.933333

Newfoundland and Labrador,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.2793594160,0.3248178197,0.0454584037,4.979167

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.2734189978,0.3157988208,0.0423798230,8.366667

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.2734189978,0.3157988208,0.0423798230,10.966667

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.2734189978,0.3157988208,0.0423798230,6.933333

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.2734189978,0.3157988208,0.0423798230,10.366667

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.2734189978,0.3157988208,0.0423798230,5.183333

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.2734189978,0.3157988208,0.0423798230,10.333333

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.2734189978,0.3157988208,0.0423798230,3.570833

Prince Edward Island,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.2734189978,0.3157988208,0.0423798230,10.537500

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.2571536666,0.2951788377,0.0380251711,6.166667

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.2571536666,0.2951788377,0.0380251711,8.066667

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.2571536666,0.2951788377,0.0380251711,5.566667

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.2571536666,0.2951788377,0.0380251711,7.366667

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.2571536666,0.2951788377,0.0380251711,4.725000

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.2571536666,0.2951788377,0.0380251711,7.091667

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.2571536666,0.2951788377,0.0380251711,3.779167

Nova Scotia,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.2571536666,0.2951788377,0.0380251711,7.441667

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.3279347900,0.3360423931,0.0081076030,6.000000

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.3279347900,0.3360423931,0.0081076030,10.033333

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.3279347900,0.3360423931,0.0081076030,5.183333

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.3279347900,0.3360423931,0.0081076030,8.850000

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.3279347900,0.3360423931,0.0081076030,4.125000

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.3279347900,0.3360423931,0.0081076030,8.208333

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.3279347900,0.3360423931,0.0081076030,3.466667

New Brunswick,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.3279347900,0.3360423931,0.0081076030,8.437500

Quebec,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.1598055522,0.1866190537,0.0268135015,6.500000

Quebec,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.1598055522,0.1866190537,0.0268135015,8.300000

Quebec,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.1598055522,0.1866190537,0.0268135015,5.616667

Quebec,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.1598055522,0.1866190537,0.0268135015,7.050000

Quebec,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.1598055522,0.1866190537,0.0268135015,4.925000

Quebec,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.1598055522,0.1866190537,0.0268135015,6.666667

Quebec,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.1598055522,0.1866190537,0.0268135015,4.316667

Quebec,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.1598055522,0.1866190537,0.0268135015,7.225000

Ontario,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.3305086012,0.3488737726,0.0183651714,6.100000

Ontario,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.3305086012,0.3488737726,0.0183651714,7.633333

Ontario,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.3305086012,0.3488737726,0.0183651714,5.150000

Ontario,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.3305086012,0.3488737726,0.0183651714,6.016667

Ontario,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.3305086012,0.3488737726,0.0183651714,4.383333

Ontario,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.3305086012,0.3488737726,0.0183651714,5.666667

Ontario,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.3305086012,0.3488737726,0.0183651714,3.979167

Ontario,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.3305086012,0.3488737726,0.0183651714,7.020833

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.4522008851,0.3919988834,-0.0602020017,5.800000

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.4522008851,0.3919988834,-0.0602020017,5.700000

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.4522008851,0.3919988834,-0.0602020017,4.866667

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.4522008851,0.3919988834,-0.0602020017,5.050000

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.4522008851,0.3919988834,-0.0602020017,4.091667

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.4522008851,0.3919988834,-0.0602020017,5.050000

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.4522008851,0.3919988834,-0.0602020017,4.091667

Manitoba,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.4522008851,0.3919988834,-0.0602020017,6.075000

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.6400357002,0.5907014796,-0.0493342206,4.733333

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.6400357002,0.5907014796,-0.0493342206,7.100000

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.6400357002,0.5907014796,-0.0493342206,3.983333

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.6400357002,0.5907014796,-0.0493342206,6.816667

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.6400357002,0.5907014796,-0.0493342206,3.716667

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.6400357002,0.5907014796,-0.0493342206,6.375000

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.6400357002,0.5907014796,-0.0493342206,3.470833

Saskatchewan,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.6400357002,0.5907014796,-0.0493342206,7.245833

Alberta,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.6904752417,0.5535711437,-0.1369040981,7.400000

Alberta,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.6904752417,0.5535711437,-0.1369040981,7.766667

Alberta,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.6904752417,0.5535711437,-0.1369040981,6.183333

Alberta,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.6904752417,0.5535711437,-0.1369040981,7.500000

Alberta,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.6904752417,0.5535711437,-0.1369040981,5.091667

Alberta,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.6904752417,0.5535711437,-0.1369040981,7.300000

Alberta,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.6904752417,0.5535711437,-0.1369040981,4.587500

Alberta,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.6904752417,0.5535711437,-0.1369040981,8.225000

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,3,All-items,0.3398475934,0.3313604921,-0.0084871013,4.833333

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,3,Food,0.3398475934,0.3313604921,-0.0084871013,6.666667

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,6,All-items,0.3398475934,0.3313604921,-0.0084871013,4.083333

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,6,Food,0.3398475934,0.3313604921,-0.0084871013,6.650000

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,12,All-items,0.3398475934,0.3313604921,-0.0084871013,3.950000

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,12,Food,0.3398475934,0.3313604921,-0.0084871013,7.016667

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,24,All-items,0.3398475934,0.3313604921,-0.0084871013,4.137500

British Columbia,Conservative Party of Canada/Parti conservateur du Canada,24,Food,0.3398475934,0.3313604921,-0.0084871013,8.179167

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.200000

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,6.733333

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.216667

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,5.683333

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.308333

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,5.233333

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,2.933333

Newfoundland and Labrador,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,4.979167

Prince Edward Island,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,8.366667

Prince Edward Island,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,10.966667

Prince Edward Island,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,6.933333

Prince Edward Island,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,10.366667

Prince Edward Island,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,5.183333

Prince Edward Island,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,10.333333

Prince Edward Island,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.570833

Prince Edward Island,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,10.537500

Nova Scotia,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.166667

Nova Scotia,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,8.066667

Nova Scotia,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.566667

Nova Scotia,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,7.366667

Nova Scotia,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.725000

Nova Scotia,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,7.091667

Nova Scotia,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.779167

Nova Scotia,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,7.441667

New Brunswick,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0055731383,0.0055731383,6.000000

New Brunswick,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0055731383,0.0055731383,10.033333

New Brunswick,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0055731383,0.0055731383,5.183333

New Brunswick,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0055731383,0.0055731383,8.850000

New Brunswick,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0055731383,0.0055731383,4.125000

New Brunswick,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0055731383,0.0055731383,8.208333

New Brunswick,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0055731383,0.0055731383,3.466667

New Brunswick,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0055731383,0.0055731383,8.437500

Quebec,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0109083077,0.0109083077,6.500000

Quebec,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0109083077,0.0109083077,8.300000

Quebec,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0109083077,0.0109083077,5.616667

Quebec,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0109083077,0.0109083077,7.050000

Quebec,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0109083077,0.0109083077,4.925000

Quebec,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0109083077,0.0109083077,6.666667

Quebec,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0109083077,0.0109083077,4.316667

Quebec,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0109083077,0.0109083077,7.225000

Ontario,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0001271969,0.0001271969,6.100000

Ontario,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0001271969,0.0001271969,7.633333

Ontario,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0001271969,0.0001271969,5.150000

Ontario,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0001271969,0.0001271969,6.016667

Ontario,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0001271969,0.0001271969,4.383333

Ontario,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0001271969,0.0001271969,5.666667

Ontario,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0001271969,0.0001271969,3.979167

Ontario,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0001271969,0.0001271969,7.020833

Manitoba,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,5.800000

Manitoba,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,5.700000

Manitoba,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,4.866667

Manitoba,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,6.075000

Saskatchewan,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,4.733333

Saskatchewan,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,7.100000

Saskatchewan,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,3.983333

Saskatchewan,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,6.816667

Saskatchewan,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,3.716667

Saskatchewan,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,6.375000

Saskatchewan,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.470833

Saskatchewan,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,7.245833

Alberta,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,7.400000

Alberta,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,7.766667

Alberta,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,6.183333

Alberta,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,7.500000

Alberta,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,5.091667

Alberta,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,7.300000

Alberta,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.587500

Alberta,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,8.225000

British Columbia,Free Party Canada/Parti Libre Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,4.833333

British Columbia,Free Party Canada/Parti Libre Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,6.666667

British Columbia,Free Party Canada/Parti Libre Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,4.083333

British Columbia,Free Party Canada/Parti Libre Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,6.650000

British Columbia,Free Party Canada/Parti Libre Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,3.950000

British Columbia,Free Party Canada/Parti Libre Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,7.016667

British Columbia,Free Party Canada/Parti Libre Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.137500

British Columbia,Free Party Canada/Parti Libre Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,8.179167

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,3,All-items,0.0313098595,0.0000000000,-0.0313098595,6.200000

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,3,Food,0.0313098595,0.0000000000,-0.0313098595,6.733333

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,6,All-items,0.0313098595,0.0000000000,-0.0313098595,5.216667

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,6,Food,0.0313098595,0.0000000000,-0.0313098595,5.683333

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,12,All-items,0.0313098595,0.0000000000,-0.0313098595,4.308333

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,12,Food,0.0313098595,0.0000000000,-0.0313098595,5.233333

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,24,All-items,0.0313098595,0.0000000000,-0.0313098595,2.933333

Newfoundland and Labrador,Green Party of Canada/Le Parti Vert du Canada,24,Food,0.0313098595,0.0000000000,-0.0313098595,4.979167

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,3,All-items,0.2088892536,0.0952854538,-0.1136037998,8.366667

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,3,Food,0.2088892536,0.0952854538,-0.1136037998,10.966667

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,6,All-items,0.2088892536,0.0952854538,-0.1136037998,6.933333

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,6,Food,0.2088892536,0.0952854538,-0.1136037998,10.366667

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,12,All-items,0.2088892536,0.0952854538,-0.1136037998,5.183333

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,12,Food,0.2088892536,0.0952854538,-0.1136037998,10.333333

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,24,All-items,0.2088892536,0.0952854538,-0.1136037998,3.570833

Prince Edward Island,Green Party of Canada/Le Parti Vert du Canada,24,Food,0.2088892536,0.0952854538,-0.1136037998,10.537500

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,3,All-items,0.1098924562,0.0182079618,-0.0916844944,6.166667

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,3,Food,0.1098924562,0.0182079618,-0.0916844944,8.066667

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,6,All-items,0.1098924562,0.0182079618,-0.0916844944,5.566667

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,6,Food,0.1098924562,0.0182079618,-0.0916844944,7.366667

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,12,All-items,0.1098924562,0.0182079618,-0.0916844944,4.725000

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,12,Food,0.1098924562,0.0182079618,-0.0916844944,7.091667

Nova Scotia,Green Party of Canada/Le Parti Vert du Canada,24,All-items,0.1098924562,0.0182079618,-0.0916844944,3.779167

