province,party,months_before,cpi_category,vote_share_2019,vote_share_2021,delta_vote_share,cpi_change

Prince Edward Island,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.570833

Prince Edward Island,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,10.537500

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0000000000,0.0002597631,0.0002597631,6.166667

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0000000000,0.0002597631,0.0002597631,8.066667

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0000000000,0.0002597631,0.0002597631,5.566667

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0000000000,0.0002597631,0.0002597631,7.366667

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0000000000,0.0002597631,0.0002597631,4.725000

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0000000000,0.0002597631,0.0002597631,7.091667

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0000000000,0.0002597631,0.0002597631,3.779167

Nova Scotia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0000000000,0.0002597631,0.0002597631,7.441667

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.000000

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,10.033333

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.183333

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,8.850000

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.125000

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,8.208333

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.466667

New Brunswick,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,8.437500

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0003218700,0.0004117692,0.0000898992,6.500000

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0003218700,0.0004117692,0.0000898992,8.300000

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0003218700,0.0004117692,0.0000898992,5.616667

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0003218700,0.0004117692,0.0000898992,7.050000

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0003218700,0.0004117692,0.0000898992,4.925000

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0003218700,0.0004117692,0.0000898992,6.666667

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0003218700,0.0004117692,0.0000898992,4.316667

Quebec,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0003218700,0.0004117692,0.0000898992,7.225000

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0002026924,0.0001804926,-0.0000221998,6.100000

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0002026924,0.0001804926,-0.0000221998,7.633333

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0002026924,0.0001804926,-0.0000221998,5.150000

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0002026924,0.0001804926,-0.0000221998,6.016667

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0002026924,0.0001804926,-0.0000221998,4.383333

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0002026924,0.0001804926,-0.0000221998,5.666667

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0002026924,0.0001804926,-0.0000221998,3.979167

Ontario,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0002026924,0.0001804926,-0.0000221998,7.020833

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,5.800000

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,5.700000

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,4.866667

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,6.075000

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,4.733333

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,7.100000

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,3.983333

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,6.816667

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,3.716667

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,6.375000

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.470833

Saskatchewan,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,7.245833

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0003038943,0.0004595775,0.0001556832,7.400000

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0003038943,0.0004595775,0.0001556832,7.766667

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0003038943,0.0004595775,0.0001556832,6.183333

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0003038943,0.0004595775,0.0001556832,7.500000

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0003038943,0.0004595775,0.0001556832,5.091667

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0003038943,0.0004595775,0.0001556832,7.300000

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0003038943,0.0004595775,0.0001556832,4.587500

Alberta,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0003038943,0.0004595775,0.0001556832,8.225000

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,All-items,0.0002994853,0.0002993926,-0.0000000927,4.833333

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,3,Food,0.0002994853,0.0002993926,-0.0000000927,6.666667

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,All-items,0.0002994853,0.0002993926,-0.0000000927,4.083333

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,6,Food,0.0002994853,0.0002993926,-0.0000000927,6.650000

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,All-items,0.0002994853,0.0002993926,-0.0000000927,3.950000

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,12,Food,0.0002994853,0.0002993926,-0.0000000927,7.016667

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,All-items,0.0002994853,0.0002993926,-0.0000000927,4.137500

British Columbia,Marxist-Leninist Party of Canada/Parti Marxiste-LΘniniste du Canada,24,Food,0.0002994853,0.0002993926,-0.0000000927,8.179167

Newfoundland and Labrador,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.200000

Newfoundland and Labrador,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,6.733333

Newfoundland and Labrador,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.216667

Newfoundland and Labrador,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,5.683333

Newfoundland and Labrador,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.308333

Newfoundland and Labrador,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,5.233333

Newfoundland and Labrador,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,2.933333

Newfoundland and Labrador,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,4.979167

Prince Edward Island,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,8.366667

Prince Edward Island,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,10.966667

Prince Edward Island,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,6.933333

Prince Edward Island,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,10.366667

Prince Edward Island,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,5.183333

Prince Edward Island,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,10.333333

Prince Edward Island,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.570833

Prince Edward Island,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,10.537500

Nova Scotia,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.166667

Nova Scotia,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,8.066667

Nova Scotia,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.566667

Nova Scotia,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,7.366667

Nova Scotia,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.725000

Nova Scotia,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,7.091667

Nova Scotia,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.779167

Nova Scotia,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,7.441667

New Brunswick,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.000000

New Brunswick,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,10.033333

New Brunswick,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.183333

New Brunswick,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,8.850000

New Brunswick,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.125000

New Brunswick,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,8.208333

New Brunswick,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.466667

New Brunswick,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,8.437500

Quebec,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.500000

Quebec,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,8.300000

Quebec,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.616667

Quebec,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,7.050000

Quebec,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.925000

Quebec,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,6.666667

Quebec,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.316667

Quebec,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,7.225000

Ontario,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.100000

Ontario,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0000000000,0.0000000000,7.633333

Ontario,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.150000

Ontario,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0000000000,0.0000000000,6.016667

Ontario,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.383333

Ontario,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0000000000,0.0000000000,5.666667

Ontario,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.979167

Ontario,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0000000000,0.0000000000,7.020833

Manitoba,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0005914476,0.0005914476,5.800000

Manitoba,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0005914476,0.0005914476,5.700000

Manitoba,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0005914476,0.0005914476,4.866667

Manitoba,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0005914476,0.0005914476,5.050000

Manitoba,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0005914476,0.0005914476,4.091667

Manitoba,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0005914476,0.0005914476,5.050000

Manitoba,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0005914476,0.0005914476,4.091667

Manitoba,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0005914476,0.0005914476,6.075000

Saskatchewan,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0141114023,0.0141114023,4.733333

Saskatchewan,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0141114023,0.0141114023,7.100000

Saskatchewan,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0141114023,0.0141114023,3.983333

Saskatchewan,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0141114023,0.0141114023,6.816667

Saskatchewan,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0141114023,0.0141114023,3.716667

Saskatchewan,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0141114023,0.0141114023,6.375000

Saskatchewan,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0141114023,0.0141114023,3.470833

Saskatchewan,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0141114023,0.0141114023,7.245833

Alberta,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0132109234,0.0132109234,7.400000

Alberta,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0132109234,0.0132109234,7.766667

Alberta,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0132109234,0.0132109234,6.183333

Alberta,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0132109234,0.0132109234,7.500000

Alberta,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0132109234,0.0132109234,5.091667

Alberta,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0132109234,0.0132109234,7.300000

Alberta,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0132109234,0.0132109234,4.587500

Alberta,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0132109234,0.0132109234,8.225000

British Columbia,Maverick Party/Maverick Party,3,All-items,0.0000000000,0.0008345900,0.0008345900,4.833333

British Columbia,Maverick Party/Maverick Party,3,Food,0.0000000000,0.0008345900,0.0008345900,6.666667

British Columbia,Maverick Party/Maverick Party,6,All-items,0.0000000000,0.0008345900,0.0008345900,4.083333

British Columbia,Maverick Party/Maverick Party,6,Food,0.0000000000,0.0008345900,0.0008345900,6.650000

British Columbia,Maverick Party/Maverick Party,12,All-items,0.0000000000,0.0008345900,0.0008345900,3.950000

British Columbia,Maverick Party/Maverick Party,12,Food,0.0000000000,0.0008345900,0.0008345900,7.016667

British Columbia,Maverick Party/Maverick Party,24,All-items,0.0000000000,0.0008345900,0.0008345900,4.137500

British Columbia,Maverick Party/Maverick Party,24,Food,0.0000000000,0.0008345900,0.0008345900,8.179167

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.200000

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,6.733333

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.216667

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,5.683333

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.308333

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,5.233333

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,2.933333

Newfoundland and Labrador,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,4.979167

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,8.366667

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,10.966667

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,6.933333

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,10.366667

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,5.183333

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,10.333333

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,3.570833

Prince Edward Island,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,10.537500

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0004663603,0.0000000000,-0.0004663603,6.166667

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0004663603,0.0000000000,-0.0004663603,8.066667

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0004663603,0.0000000000,-0.0004663603,5.566667

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0004663603,0.0000000000,-0.0004663603,7.366667

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0004663603,0.0000000000,-0.0004663603,4.725000

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0004663603,0.0000000000,-0.0004663603,7.091667

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0004663603,0.0000000000,-0.0004663603,3.779167

Nova Scotia,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0004663603,0.0000000000,-0.0004663603,7.441667

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0004570155,0.0000000000,-0.0004570155,6.000000

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0004570155,0.0000000000,-0.0004570155,10.033333

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0004570155,0.0000000000,-0.0004570155,5.183333

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0004570155,0.0000000000,-0.0004570155,8.850000

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0004570155,0.0000000000,-0.0004570155,4.125000

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0004570155,0.0000000000,-0.0004570155,8.208333

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0004570155,0.0000000000,-0.0004570155,3.466667

New Brunswick,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0004570155,0.0000000000,-0.0004570155,8.437500

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,6.500000

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,8.300000

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,5.616667

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,7.050000

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.925000

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,6.666667

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.316667

Quebec,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,7.225000

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0000000000,0.0000554647,0.0000554647,6.100000

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0000000000,0.0000554647,0.0000554647,7.633333

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0000000000,0.0000554647,0.0000554647,5.150000

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0000000000,0.0000554647,0.0000554647,6.016667

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0000000000,0.0000554647,0.0000554647,4.383333

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0000000000,0.0000554647,0.0000554647,5.666667

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0000000000,0.0000554647,0.0000554647,3.979167

Ontario,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0000000000,0.0000554647,0.0000554647,7.020833

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0000000000,0.0000000000,0.0000000000,5.800000

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0000000000,0.0000000000,0.0000000000,5.700000

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0000000000,0.0000000000,0.0000000000,4.866667

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0000000000,0.0000000000,0.0000000000,5.050000

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0000000000,0.0000000000,0.0000000000,4.091667

Manitoba,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0000000000,0.0000000000,0.0000000000,6.075000

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,All-items,0.0001029813,0.0000000000,-0.0001029813,4.733333

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,3,Food,0.0001029813,0.0000000000,-0.0001029813,7.100000

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,All-items,0.0001029813,0.0000000000,-0.0001029813,3.983333

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,6,Food,0.0001029813,0.0000000000,-0.0001029813,6.816667

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,All-items,0.0001029813,0.0000000000,-0.0001029813,3.716667

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,12,Food,0.0001029813,0.0000000000,-0.0001029813,6.375000

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,All-items,0.0001029813,0.0000000000,-0.0001029813,3.470833

Saskatchewan,National Citizens Alliance of Canada/Alliance Nationale des Citoyens du Canada,24,Food,0.0001029813,0.0000000000,-0.0001029813,7.245833

